PARTITION,NODELIST,CPUS,MEMORY,GRES,STATE,AVAIL_FEATURES
sched_system_all,node1237,52,514000,gpu:8,inval,node1237,centos7
sched_system_all,node1602,96,386000,(null),planned,node1602,rocky8
sched_system_all,node1603,96,386000,(null),planned,node1603,rocky8
sched_system_all,node1604,96,386000,(null),planned,node1604,rocky8
sched_system_all,node1605,96,386000,(null),planned,node1605,rocky8
sched_system_all,node1606,96,386000,(null),planned,node1606,rocky8
sched_system_all,node1607,96,386000,(null),planned,node1607,rocky8
sched_system_all,node3404,128,1031000,gpu:l40s:4,down$,node3404,rocky8
sched_system_all,node3506,128,1031000,gpu:l40s:4,down$,node3506,rocky8
sched_system_all,node359,20,63000,(null),down*,node359,centos7
sched_system_all,node391,20,63000,(null),down*,node391,centos7
sched_system_all,node124,16,64000,(null),drained,node124,centos7
sched_system_all,node145,16,64000,gpu:1,drained,node145,centos7
sched_system_all,node213,16,64000,(null),drained,node213,centos7
sched_system_all,node443,28,128000,(null),drained,node443,centos7
sched_system_all,node444,28,128000,(null),drained,node444,centos7
sched_system_all,node446,28,128000,(null),drained,node446,centos7
sched_system_all,node1018,28,95000,(null),drained,node1018,centos7
sched_system_all,node1048,20,31000,(null),drained,node1048,centos7
sched_system_all,node1250,128,257000,(null),drained,node1250,centos7
sched_system_all,node484,32,128000,(null),reserved,node484,centos8
sched_system_all,node485,32,128000,(null),reserved,node485,centos8
sched_system_all,node486,32,128000,(null),reserved,node486,centos8
sched_system_all,node487,32,128000,(null),reserved,node487,centos8
sched_system_all,node488,32,128000,(null),reserved,node488,centos8
sched_system_all,node489,32,128000,(null),reserved,node489,centos8
sched_system_all,node490,32,128000,(null),reserved,node490,centos8
sched_system_all,node491,32,128000,(null),reserved,node491,centos8
sched_system_all,node492,32,128000,(null),reserved,node492,centos8
sched_system_all,node493,32,128000,(null),reserved,node493,centos8
sched_system_all,dtn001,64,257000,(null),mixed,dtn001,rocky8
sched_system_all,node049,16,64000,(null),mixed,node049,centos7
sched_system_all,node050,16,64000,(null),mixed,node050,centos7
sched_system_all,node073,16,64000,gpu:1,mixed,node073,centos7
sched_system_all,node075,16,64000,gpu:1,mixed,node075,centos7
sched_system_all,node077,16,64000,gpu:1,mixed,node077,centos7
sched_system_all,node078,16,64000,gpu:1,mixed,node078,centos7
sched_system_all,node085,16,64000,gpu:1,mixed,node085,centos7
sched_system_all,node086,16,64000,gpu:1,mixed,node086,centos7
sched_system_all,node087,16,64000,gpu:1,mixed,node087,centos7
sched_system_all,node113,16,64000,(null),mixed,node113,centos7
sched_system_all,node114,16,64000,(null),mixed,node114,centos7
sched_system_all,node116,16,64000,(null),mixed,node116,centos7
sched_system_all,node117,16,64000,(null),mixed,node117,centos7
sched_system_all,node122,16,64000,(null),mixed,node122,centos7
sched_system_all,node125,16,64000,(null),mixed,node125,centos7
sched_system_all,node126,16,64000,(null),mixed,node126,centos7
sched_system_all,node129,16,64000,(null),mixed,node129,centos7
sched_system_all,node131,16,64000,(null),mixed,node131,centos7
sched_system_all,node133,16,64000,(null),mixed,node133,centos7
sched_system_all,node135,16,64000,(null),mixed,node135,centos7
sched_system_all,node136,16,64000,(null),mixed,node136,centos7
sched_system_all,node137,16,64000,(null),mixed,node137,centos7
sched_system_all,node139,16,64000,(null),mixed,node139,centos7
sched_system_all,node143,16,64000,(null),mixed,node143,centos7
sched_system_all,node144,16,64000,(null),mixed,node144,centos7
sched_system_all,node146,16,64000,gpu:1,mixed,node146,centos7
sched_system_all,node149,16,64000,gpu:1,mixed,node149,centos7
sched_system_all,node152,16,64000,gpu:1,mixed,node152,centos7
sched_system_all,node154,16,64000,gpu:1,mixed,node154,centos7
sched_system_all,node156,16,64000,gpu:1,mixed,node156,centos7
sched_system_all,node158,16,64000,gpu:1,mixed,node158,centos7
sched_system_all,node159,16,64000,gpu:1,mixed,node159,centos7
sched_system_all,node160,16,64000,gpu:1,mixed,node160,centos7
sched_system_all,node161,16,64000,gpu:1,mixed,node161,centos7
sched_system_all,node168,16,64000,gpu:1,mixed,node168,centos7
sched_system_all,node169,16,64000,gpu:1,mixed,node169,centos7
sched_system_all,node170,16,64000,gpu:1,mixed,node170,centos7
sched_system_all,node172,16,64000,gpu:1,mixed,node172,centos7
sched_system_all,node173,16,64000,gpu:1,mixed,node173,centos7
sched_system_all,node177,16,64000,gpu:1,mixed,node177,centos7
sched_system_all,node235,48,128000,gpu:8,mixed,node235,centos7
sched_system_all,node262,20,64000,(null),mixed,node262,centos7
sched_system_all,node276,20,64000,(null),mixed,node276,centos7
sched_system_all,node289,20,64000,(null),mixed,node289,centos7
sched_system_all,node331,20,63000,(null),mixed,node331,centos7
sched_system_all,node332,20,63000,(null),mixed,node332,centos7
sched_system_all,node333,20,63000,(null),mixed,node333,centos7
sched_system_all,node334,20,63000,(null),mixed,node334,centos7
sched_system_all,node335,20,63000,(null),mixed,node335,centos7
sched_system_all,node336,20,63000,(null),mixed,node336,centos7
sched_system_all,node337,20,63000,(null),mixed,node337,centos7
sched_system_all,node339,48,1031000,(null),mixed,node339,centos7
sched_system_all,node360,20,63000,(null),mixed,node360,centos7
sched_system_all,node361,20,63000,(null),mixed,node361,centos7
sched_system_all,node363,20,63000,(null),mixed,node363,centos7
sched_system_all,node364,20,63000,(null),mixed,node364,centos7
sched_system_all,node365,20,63000,(null),mixed,node365,centos7
sched_system_all,node366,20,63000,(null),mixed,node366,centos7
sched_system_all,node367,20,63000,(null),mixed,node367,centos7
sched_system_all,node368,20,63000,(null),mixed,node368,centos7
sched_system_all,node369,20,63000,(null),mixed,node369,centos7
sched_system_all,node370,20,63000,(null),mixed,node370,centos7
sched_system_all,node371,20,63000,(null),mixed,node371,centos7
sched_system_all,node372,20,63000,(null),mixed,node372,centos7
sched_system_all,node373,20,63000,(null),mixed,node373,centos7
sched_system_all,node374,20,63000,(null),mixed,node374,centos7
sched_system_all,node375,20,63000,(null),mixed,node375,centos7
sched_system_all,node376,20,63000,(null),mixed,node376,centos7
sched_system_all,node379,20,63000,(null),mixed,node379,centos7
sched_system_all,node380,20,63000,(null),mixed,node380,centos7
sched_system_all,node381,20,63000,(null),mixed,node381,centos7
sched_system_all,node383,20,63000,(null),mixed,node383,centos7
sched_system_all,node384,20,63000,(null),mixed,node384,centos7
sched_system_all,node385,20,63000,(null),mixed,node385,centos7
sched_system_all,node386,20,63000,(null),mixed,node386,centos7
sched_system_all,node387,20,63000,(null),mixed,node387,centos7
sched_system_all,node388,20,63000,(null),mixed,node388,centos7
sched_system_all,node389,20,63000,(null),mixed,node389,centos7
sched_system_all,node390,20,63000,(null),mixed,node390,centos7
sched_system_all,node395,20,63000,(null),mixed,node395,centos7
sched_system_all,node416,24,128000,(null),mixed,node416,centos7
sched_system_all,node418,24,128000,(null),mixed,node418,centos7
sched_system_all,node420,20,257000,(null),mixed,node420,centos7
sched_system_all,node431,28,64000,(null),mixed,node431,centos7
sched_system_all,node434,56,257000,(null),mixed,node434,centos7
sched_system_all,node435,56,257000,(null),mixed,node435,centos7
sched_system_all,node441,56,257000,(null),mixed,node441,centos7
sched_system_all,node589,32,128000,(null),mixed,node589,centos7
sched_system_all,node599,32,128000,(null),mixed,node599,centos7
sched_system_all,node603,32,128000,(null),mixed,node603,centos7
sched_system_all,node690,28,128000,(null),mixed,node690,centos7
sched_system_all,node691,28,128000,(null),mixed,node691,centos7
sched_system_all,node692,28,128000,(null),mixed,node692,centos7
sched_system_all,node693,28,128000,(null),mixed,node693,centos7
sched_system_all,node694,28,128000,(null),mixed,node694,centos7
sched_system_all,node695,28,128000,(null),mixed,node695,centos7
sched_system_all,node696,28,128000,(null),mixed,node696,centos7
sched_system_all,node697,28,128000,(null),mixed,node697,centos7
sched_system_all,node698,28,128000,(null),mixed,node698,centos7
sched_system_all,node699,28,128000,(null),mixed,node699,centos7
sched_system_all,node700,28,128000,(null),mixed,node700,centos7
sched_system_all,node701,28,128000,(null),mixed,node701,centos7
sched_system_all,node704,28,128000,(null),mixed,node704,centos7
sched_system_all,node705,28,128000,(null),mixed,node705,centos7
sched_system_all,node706,28,128000,(null),mixed,node706,centos7
sched_system_all,node707,28,128000,(null),mixed,node707,centos7
sched_system_all,node708,28,128000,(null),mixed,node708,centos7
sched_system_all,node709,28,128000,(null),mixed,node709,centos7
sched_system_all,node734,28,128000,(null),mixed,node734,centos7
sched_system_all,node735,28,128000,(null),mixed,node735,centos7
sched_system_all,node736,28,128000,(null),mixed,node736,centos7
sched_system_all,node737,28,128000,gpu:2,mixed,node737,centos7
sched_system_all,node738,28,128000,gpu:2,mixed,node738,centos7
sched_system_all,node739,28,128000,gpu:2,mixed,node739,centos7
sched_system_all,node967,28,64000,(null),mixed,node967,centos7
sched_system_all,node968,28,64000,(null),mixed,node968,centos7
sched_system_all,node982,32,95000,(null),mixed,node982,centos7
sched_system_all,node1032,56,1546000,(null),mixed,node1032,centos7
sched_system_all,node1035,48,257000,gpu:4,mixed,node1035,centos7
sched_system_all,node1114,32,63000,(null),mixed,node1114,centos7
sched_system_all,node1117,64,385000,gpu:4,mixed,node1117,centos7
sched_system_all,node1120,64,385000,gpu:4,mixed,node1120,centos7
sched_system_all,node1121,64,385000,gpu:4,mixed,node1121,centos7
sched_system_all,node1123,64,385000,gpu:4,mixed,node1123,centos7
sched_system_all,node1191,40,191000,(null),mixed,node1191,centos7
sched_system_all,node1209,40,191000,(null),mixed,node1209,centos7
sched_system_all,node1210,40,191000,(null),mixed,node1210,centos7
sched_system_all,node1211,40,191000,(null),mixed,node1211,centos7
sched_system_all,node1212,40,191000,(null),mixed,node1212,centos7
sched_system_all,node1213,40,191000,(null),mixed,node1213,centos7
sched_system_all,node1214,40,191000,(null),mixed,node1214,centos7
sched_system_all,node1215,40,191000,(null),mixed,node1215,centos7
sched_system_all,node1216,40,191000,(null),mixed,node1216,centos7
sched_system_all,node1227,48,772000,(null),mixed,node1227,centos7
sched_system_all,node1229,48,772000,gpu:10,mixed,node1229,centos7
sched_system_all,node1230,48,772000,gpu:4,mixed,node1230,centos7
sched_system_all,node1239,48,772000,(null),mixed,node1239,centos7
sched_system_all,node1243,128,257000,(null),mixed,node1243,centos7
sched_system_all,node1246,128,257000,(null),mixed,node1246,centos7
sched_system_all,node1247,128,257000,(null),mixed,node1247,centos7
sched_system_all,node1249,128,257000,(null),mixed,node1249,centos7
sched_system_all,node1252,128,257000,(null),mixed,node1252,centos7
sched_system_all,node1255,128,257000,(null),mixed,node1255,centos7
sched_system_all,node1256,128,257000,(null),mixed,node1256,centos7
sched_system_all,node1257,128,257000,(null),mixed,node1257,centos7
sched_system_all,node1258,128,257000,(null),mixed,node1258,centos7
sched_system_all,node1292,48,128000,(null),mixed,node1292,centos7
sched_system_all,node1293,48,128000,(null),mixed,node1293,centos7
sched_system_all,node1294,48,128000,(null),mixed,node1294,centos7
sched_system_all,node1295,48,515000,(null),mixed,node1295,centos7
sched_system_all,node1296,48,515000,(null),mixed,node1296,centos7
sched_system_all,node1297,48,515000,(null),mixed,node1297,centos7
sched_system_all,node1308,48,128000,(null),mixed,node1308,centos7
sched_system_all,node1311,48,128000,(null),mixed,node1311,centos7
sched_system_all,node1312,48,128000,(null),mixed,node1312,centos7
sched_system_all,node1313,48,128000,(null),mixed,node1313,centos7
sched_system_all,node1315,48,128000,(null),mixed,node1315,centos7
sched_system_all,node1318,48,128000,(null),mixed,node1318,centos7
sched_system_all,node1319,48,515000,(null),mixed,node1319,centos7
sched_system_all,node1320,48,515000,(null),mixed,node1320,centos7
sched_system_all,node1321,48,515000,(null),mixed,node1321,centos7
sched_system_all,node1322,48,515000,(null),mixed,node1322,centos7
sched_system_all,node1323,48,128000,(null),mixed,node1323,centos7
sched_system_all,node1324,48,128000,(null),mixed,node1324,centos7
sched_system_all,node1325,48,128000,(null),mixed,node1325,centos7
sched_system_all,node1326,48,128000,(null),mixed,node1326,centos7
sched_system_all,node1327,48,515000,(null),mixed,node1327,centos7
sched_system_all,node1328,48,515000,(null),mixed,node1328,centos7
sched_system_all,node1329,48,515000,(null),mixed,node1329,centos7
sched_system_all,node1330,48,515000,(null),mixed,node1330,centos7
sched_system_all,node1331,48,128000,(null),mixed,node1331,centos7
sched_system_all,node1333,48,128000,(null),mixed,node1333,centos7
sched_system_all,node1334,48,128000,(null),mixed,node1334,centos7
sched_system_all,node1335,48,128000,(null),mixed,node1335,centos7
sched_system_all,node1349,128,257000,(null),mixed,node1349,centos7
sched_system_all,node1351,128,257000,(null),mixed,node1351,centos7
sched_system_all,node1352,128,257000,(null),mixed,node1352,centos7
sched_system_all,node1353,128,257000,(null),mixed,node1353,centos7
sched_system_all,node1354,128,257000,(null),mixed,node1354,centos7
sched_system_all,node1355,128,257000,(null),mixed,node1355,centos7
sched_system_all,node1358,128,257000,(null),mixed,node1358,centos7
sched_system_all,node1359,128,257000,(null),mixed,node1359,centos7
sched_system_all,node1360,128,257000,(null),mixed,node1360,centos7
sched_system_all,node1361,128,257000,(null),mixed,node1361,centos7
sched_system_all,node1368,40,191000,(null),mixed,node1368,centos7
sched_system_all,node1369,40,191000,(null),mixed,node1369,centos7
sched_system_all,node1370,40,191000,(null),mixed,node1370,centos7
sched_system_all,node1371,40,191000,(null),mixed,node1371,centos7
sched_system_all,node1372,40,191000,(null),mixed,node1372,centos7
sched_system_all,node1373,40,191000,(null),mixed,node1373,centos7
sched_system_all,node1374,40,191000,(null),mixed,node1374,centos7
sched_system_all,node1375,40,256000,(null),mixed,node1375,centos7
sched_system_all,node1416,64,386000,(null),mixed,node1416,centos7
sched_system_all,node1425,64,386000,(null),mixed,node1425,centos7
sched_system_all,node1426,64,386000,(null),mixed,node1426,centos7
sched_system_all,node1427,64,386000,(null),mixed,node1427,centos7
sched_system_all,node1428,64,386000,(null),mixed,node1428,centos7
sched_system_all,node1429,64,386000,(null),mixed,node1429,centos7
sched_system_all,node1430,64,386000,(null),mixed,node1430,centos7
sched_system_all,node1608,96,386000,(null),mixed,node1608,rocky8
sched_system_all,node1609,96,386000,(null),mixed,node1609,rocky8
sched_system_all,node1610,96,386000,(null),mixed,node1610,rocky8
sched_system_all,node1611,96,386000,(null),mixed,node1611,rocky8
sched_system_all,node1612,96,386000,(null),mixed,node1612,rocky8
sched_system_all,node1620,192,1547000,(null),mixed,node1620,rocky8
sched_system_all,node1621,192,1547000,(null),mixed,node1621,rocky8,r9a-c03
sched_system_all,node1702,128,2063000,gpu:h100:4,mixed,node1702,rocky8
sched_system_all,node1703,128,2063000,gpu:h100:4,mixed,node1703,rocky8
sched_system_all,node1802,128,2063000,gpu:h100:4,mixed,node1802,rocky8
sched_system_all,node1803,128,2063000,gpu:h100:4,mixed,node1803,rocky8
sched_system_all,node1901,192,386000,(null),mixed,node1901,rocky8
sched_system_all,node1907,192,386000,(null),mixed,node1907,rocky8
sched_system_all,node1909,192,386000,(null),mixed,node1909,rocky8
sched_system_all,node1912,192,386000,(null),mixed,node1912,rocky8
sched_system_all,node1915,192,386000,(null),mixed,node1915,rocky8
sched_system_all,node1917,128,515000,gpu:a100:4,mixed,node1917,rocky8
sched_system_all,node1918,128,515000,gpu:a100:4,mixed,node1918,rocky8
sched_system_all,node1927,64,1031000,gpu:a100:4,mixed,node1927,rocky8
sched_system_all,node2000,128,515000,gpu:a100:4,mixed,node2000,rocky8
sched_system_all,node2001,128,515000,gpu:a100:4,mixed,node2001,rocky8
sched_system_all,node2002,256,515000,gpu:a100:4,mixed,node2002,rocky8
sched_system_all,node2003,256,515000,gpu:a100:4,mixed,node2003,rocky8
sched_system_all,node2004,256,515000,gpu:a100:4,mixed,node2004,rocky8
sched_system_all,node2005,256,515000,gpu:a100:4,mixed,node2005,rocky8
sched_system_all,node2007,64,257000,(null),mixed,node2007,rocky8
sched_system_all,node2008,64,257000,(null),mixed,node2008,rocky8
sched_system_all,node2009,64,257000,(null),mixed,node2009,rocky8
sched_system_all,node2010,64,257000,(null),mixed,node2010,rocky8
sched_system_all,node2011,64,257000,(null),mixed,node2011,rocky8
sched_system_all,node2024,32,257000,(null),mixed,node2024,rocky8
sched_system_all,node2025,32,257000,(null),mixed,node2025,rocky8
sched_system_all,node2026,32,257000,(null),mixed,node2026,rocky8
sched_system_all,node2027,32,257000,(null),mixed,node2027,rocky8
sched_system_all,node2100,128,515000,gpu:a100:4,mixed,node2100,rocky8
sched_system_all,node2101,128,515000,gpu:a100:4,mixed,node2101,rocky8
sched_system_all,node2102,128,515000,gpu:a100:4,mixed,node2102,rocky8
sched_system_all,node2103,128,515000,gpu:a100:4,mixed,node2103,rocky8
sched_system_all,node2107,64,515000,(null),mixed,node2107,rocky8
sched_system_all,node2305,64,515000,(null),mixed,node2305,rocky8
sched_system_all,node2319,128,515000,gpu:a100:4,mixed,node2319,rocky8
sched_system_all,node2409,64,192000,(null),mixed,node2409,rocky8
sched_system_all,node2410,64,192000,(null),mixed,node2410,rocky8
sched_system_all,node2411,64,192000,(null),mixed,node2411,rocky8
sched_system_all,node2414,40,515000,gpu:a100:4,mixed,node2414,rocky8
sched_system_all,node2415,40,515000,gpu:a100:4,mixed,node2415,rocky8
sched_system_all,node2418,40,515000,gpu:a100:2,mixed,node2418,rocky8
sched_system_all,node2419,32,257000,(null),mixed,node2419,rocky8
sched_system_all,node2430,64,257000,(null),mixed,node2430,centos7
sched_system_all,node2433,240,2063000,gpu:h200:8,mixed,node2433,rocky8
sched_system_all,node2434,240,2063000,gpu:h200:8,mixed,node2434,rocky8
sched_system_all,node2435,64,2063000,gpu:h100:4,mixed,node2435,rocky8
sched_system_all,node2500,120,2063000,gpu:h200:8,mixed,node2500,rocky8
sched_system_all,node2501,120,2063000,gpu:h100:8,mixed,node2501,rocky8
sched_system_all,node2503,96,386000,(null),mixed,node2503,rocky8
sched_system_all,node2514,128,1031000,(null),mixed,node2514,rocky8
sched_system_all,node2523,96,386000,(null),mixed,node2523,rocky8
sched_system_all,node2524,96,386000,(null),mixed,node2524,rocky8
sched_system_all,node2525,96,386000,(null),mixed,node2525,rocky8
sched_system_all,node2624,64,515000,(null),mixed,node2624,rocky8
sched_system_all,node2627,64,515000,(null),mixed,node2627,rocky8
sched_system_all,node2636,64,515000,(null),mixed,node2636,rocky8
sched_system_all,node2702,128,2063000,gpu:h100:4,mixed,node2702,rocky8
sched_system_all,node2705,64,386000,(null),mixed,node2705,rocky8,high_l3
sched_system_all,node2802,128,2063000,gpu:h100:4,mixed,node2802,rocky8
sched_system_all,node2803,128,2063000,gpu:h100:4,mixed,node2803,rocky8
sched_system_all,node2809,96,1547000,gpu:l4:1,mixed,node2809,rocky8
sched_system_all,node2810,96,1547000,gpu:l4:1,mixed,node2810,rocky8
sched_system_all,node2900,224,2063000,gpu:h100:8,mixed,node2900,rocky8
sched_system_all,node2901,224,2063000,gpu:h100:8,mixed,node2901,rocky8
sched_system_all,node2904,64,1031000,gpu:h100:4,mixed,node2904,rocky8
sched_system_all,node9800,96,386000,(null),mixed,node9800,rocky8
sched_system_all,node9801,96,386000,(null),mixed,node9801,rocky8
sched_system_all,node9802,96,386000,(null),mixed,node9802,rocky8
sched_system_all,node9803,96,386000,(null),mixed,node9803,rocky8
sched_system_all,node9804,96,386000,(null),mixed,node9804,rocky8
sched_system_all,node9805,96,386000,(null),mixed,node9805,rocky8
sched_system_all,node9806,96,773000,(null),mixed,node9806,rocky8
sched_system_all,node119,16,64000,(null),allocated,node119,centos7
sched_system_all,node127,24,128000,(null),allocated,node127,centos7
sched_system_all,node205,16,64000,(null),allocated,node205,centos7
sched_system_all,node206,16,64000,(null),allocated,node206,centos7
sched_system_all,node209,16,64000,(null),allocated,node209,centos7
sched_system_all,node212,16,64000,(null),allocated,node212,centos7
sched_system_all,node263,20,64000,(null),allocated,node263,centos7
sched_system_all,node264,20,64000,(null),allocated,node264,centos7
sched_system_all,node428,28,64000,(null),allocated,node428,centos7
sched_system_all,node429,28,64000,(null),allocated,node429,centos7
sched_system_all,node430,28,64000,(null),allocated,node430,centos7
sched_system_all,node571,32,128000,(null),allocated,node571,centos7
sched_system_all,node572,32,128000,(null),allocated,node572,centos7
sched_system_all,node573,32,128000,(null),allocated,node573,centos7
sched_system_all,node574,32,128000,(null),allocated,node574,centos7
sched_system_all,node580,32,128000,(null),allocated,node580,centos7
sched_system_all,node581,32,128000,(null),allocated,node581,centos7
sched_system_all,node583,32,128000,(null),allocated,node583,centos7
sched_system_all,node584,32,128000,(null),allocated,node584,centos7
sched_system_all,node585,32,128000,(null),allocated,node585,centos7
sched_system_all,node586,32,128000,(null),allocated,node586,centos7
sched_system_all,node587,32,128000,(null),allocated,node587,centos7
sched_system_all,node588,32,128000,(null),allocated,node588,centos7
sched_system_all,node590,32,128000,(null),allocated,node590,centos7
sched_system_all,node591,32,128000,(null),allocated,node591,centos7
sched_system_all,node592,32,128000,(null),allocated,node592,centos7
sched_system_all,node593,32,128000,(null),allocated,node593,centos7
sched_system_all,node594,32,128000,(null),allocated,node594,centos7
sched_system_all,node602,32,128000,(null),allocated,node602,centos7
sched_system_all,node942,28,128000,(null),allocated,node942,centos7
sched_system_all,node943,28,128000,(null),allocated,node943,centos7
sched_system_all,node944,28,128000,(null),allocated,node944,centos7
sched_system_all,node945,28,128000,(null),allocated,node945,centos7
sched_system_all,node946,28,128000,(null),allocated,node946,centos7
sched_system_all,node947,28,128000,(null),allocated,node947,centos7
sched_system_all,node948,28,128000,(null),allocated,node948,centos7
sched_system_all,node949,28,128000,(null),allocated,node949,centos7
sched_system_all,node950,28,128000,(null),allocated,node950,centos7
sched_system_all,node951,28,128000,(null),allocated,node951,centos7
sched_system_all,node952,28,128000,(null),allocated,node952,centos7
sched_system_all,node953,28,128000,(null),allocated,node953,centos7
sched_system_all,node954,28,128000,(null),allocated,node954,centos7
sched_system_all,node955,28,128000,(null),allocated,node955,centos7
sched_system_all,node956,28,128000,(null),allocated,node956,centos7
sched_system_all,node957,28,128000,(null),allocated,node957,centos7
sched_system_all,node958,28,128000,(null),allocated,node958,centos7
sched_system_all,node959,28,128000,(null),allocated,node959,centos7
sched_system_all,node960,28,128000,(null),allocated,node960,centos7
sched_system_all,node961,28,128000,(null),allocated,node961,centos7
sched_system_all,node962,28,128000,(null),allocated,node962,centos7
sched_system_all,node963,28,128000,(null),allocated,node963,centos7
sched_system_all,node964,28,128000,(null),allocated,node964,centos7
sched_system_all,node965,28,128000,(null),allocated,node965,centos7
sched_system_all,node1031,56,1546000,(null),allocated,node1031,centos7
sched_system_all,node1034,48,257000,gpu:4,allocated,node1034,centos7
sched_system_all,node1111,32,63000,(null),allocated,node1111,centos7
sched_system_all,node1112,32,63000,(null),allocated,node1112,centos7
sched_system_all,node1131,40,191000,(null),allocated,node1131,centos7
sched_system_all,node1132,40,191000,(null),allocated,node1132,centos7
sched_system_all,node1196,40,191000,(null),allocated,node1196,centos7
sched_system_all,node1197,40,191000,(null),allocated,node1197,centos7
sched_system_all,node1198,40,191000,(null),allocated,node1198,centos7
sched_system_all,node1199,40,191000,(null),allocated,node1199,centos7
sched_system_all,node1200,40,191000,(null),allocated,node1200,centos7
sched_system_all,node1201,40,191000,(null),allocated,node1201,centos7
sched_system_all,node1202,40,191000,(null),allocated,node1202,centos7
sched_system_all,node1203,40,191000,(null),allocated,node1203,centos7
sched_system_all,node1291,48,128000,(null),allocated,node1291,centos7
sched_system_all,node1303,48,128000,(null),allocated,node1303,centos7
sched_system_all,node1304,48,128000,(null),allocated,node1304,centos7
sched_system_all,node1305,48,128000,(null),allocated,node1305,centos7
sched_system_all,node1306,48,128000,(null),allocated,node1306,centos7
sched_system_all,node1307,48,128000,(null),allocated,node1307,centos7
sched_system_all,node1385,40,256000,(null),allocated,node1385,centos7
sched_system_all,node1399,64,386000,(null),allocated,node1399,centos7
sched_system_all,node1431,64,386000,(null),allocated,node1431,centos7
sched_system_all,node1432,64,386000,(null),allocated,node1432,centos7
sched_system_all,node1433,64,386000,(null),allocated,node1433,centos7
sched_system_all,node1434,64,386000,(null),allocated,node1434,centos7
sched_system_all,node1435,64,386000,(null),allocated,node1435,centos7
sched_system_all,node1436,64,386000,(null),allocated,node1436,centos7
sched_system_all,node1437,64,386000,(null),allocated,node1437,centos7
sched_system_all,node1438,64,386000,(null),allocated,node1438,centos7
sched_system_all,node1439,64,386000,(null),allocated,node1439,centos7
sched_system_all,node1440,64,386000,(null),allocated,node1440,centos7
sched_system_all,node1441,64,386000,(null),allocated,node1441,centos7
sched_system_all,node1442,64,386000,(null),allocated,node1442,centos7
sched_system_all,node1443,64,386000,(null),allocated,node1443,centos7
sched_system_all,node1444,64,386000,(null),allocated,node1444,centos7
sched_system_all,node1600,96,386000,(null),allocated,node1600,rocky8
sched_system_all,node1601,96,386000,(null),allocated,node1601,rocky8
sched_system_all,node1613,96,386000,(null),allocated,node1613,rocky8
sched_system_all,node1900,192,386000,(null),allocated,node1900,rocky8
sched_system_all,node1902,192,386000,(null),allocated,node1902,rocky8
sched_system_all,node1903,192,386000,(null),allocated,node1903,rocky8
sched_system_all,node1904,192,386000,(null),allocated,node1904,rocky8
sched_system_all,node1905,192,386000,(null),allocated,node1905,rocky8
sched_system_all,node1906,192,386000,(null),allocated,node1906,rocky8
sched_system_all,node1910,192,386000,(null),allocated,node1910,rocky8
sched_system_all,node1911,192,386000,(null),allocated,node1911,rocky8
sched_system_all,node1913,192,386000,(null),allocated,node1913,rocky8
sched_system_all,node1914,192,386000,(null),allocated,node1914,rocky8
sched_system_all,node1916,192,386000,(null),allocated,node1916,rocky8
sched_system_all,node1919,64,257000,(null),allocated,node1919,rocky8
sched_system_all,node1920,64,257000,(null),allocated,node1920,rocky8
sched_system_all,node2105,64,515000,(null),allocated,node2105,rocky8
sched_system_all,node2106,64,515000,(null),allocated,node2106,rocky8
sched_system_all,node2108,64,515000,(null),allocated,node2108,rocky8
sched_system_all,node2109,64,515000,(null),allocated,node2109,rocky8
sched_system_all,node2110,64,515000,(null),allocated,node2110,rocky8
sched_system_all,node2111,64,515000,(null),allocated,node2111,rocky8
sched_system_all,node2112,64,515000,(null),allocated,node2112,rocky8
sched_system_all,node2113,64,515000,(null),allocated,node2113,rocky8
sched_system_all,node2114,64,515000,(null),allocated,node2114,rocky8
sched_system_all,node2115,64,515000,(null),allocated,node2115,rocky8
sched_system_all,node2116,64,515000,(null),allocated,node2116,rocky8
sched_system_all,node2117,64,515000,(null),allocated,node2117,rocky8
sched_system_all,node2118,64,515000,(null),allocated,node2118,rocky8
sched_system_all,node2306,64,515000,(null),allocated,node2306,rocky8
sched_system_all,node2307,64,515000,(null),allocated,node2307,rocky8
sched_system_all,node2308,64,515000,(null),allocated,node2308,rocky8
sched_system_all,node2309,64,515000,(null),allocated,node2309,rocky8
sched_system_all,node2310,64,515000,(null),allocated,node2310,rocky8
sched_system_all,node2311,64,515000,(null),allocated,node2311,rocky8
sched_system_all,node2312,64,515000,(null),allocated,node2312,rocky8
sched_system_all,node2313,64,515000,(null),allocated,node2313,rocky8
sched_system_all,node2314,64,515000,(null),allocated,node2314,rocky8
sched_system_all,node2315,64,515000,(null),allocated,node2315,rocky8
sched_system_all,node2316,64,515000,(null),allocated,node2316,rocky8
sched_system_all,node2317,64,515000,(null),allocated,node2317,rocky8
sched_system_all,node2318,64,515000,(null),allocated,node2318,rocky8
sched_system_all,node2423,64,257000,(null),allocated,node2423,rocky8
sched_system_all,node2424,64,257000,(null),allocated,node2424,rocky8
sched_system_all,node2425,64,257000,(null),allocated,node2425,rocky8
sched_system_all,node2426,64,257000,(null),allocated,node2426,rocky8
sched_system_all,node2600,64,2063000,(null),allocated,node2600,rocky8
sched_system_all,node2601,64,2063000,(null),allocated,node2601,rocky8
sched_system_all,node2602,64,2063000,(null),allocated,node2602,rocky8
